user_id,signup_time,purchase_time,purchase_value,device_id,source,browser,sex,age,ip_address,class
36120,2015-05-13 10:12:00,2015-07-07 10:16:29,25,TMIZJRRQDTKHS,SEO,Safari,F,62,1484055495.80276,0
162434,2015-03-23 09:15:12,2015-04-02 22:00:09,19,UMPODQTDXAEVR,Ads,Safari,M,45,1361520969.28387,1
390375,2015-07-16 18:04:10,2015-10-11 09:56:06,53,BUSDWSSYXEQYB,SEO,Chrome,F,42,4004180944.14472,0
158814,2015-07-20 09:53:19,2015-09-07 13:17:58,14,XHSPEHSUBEJHH,SEO,Chrome,M,19,822282159.474884,0
318546,2015-02-23 06:57:11,2015-05-04 02:34:32,15,CCLQZCHRPGDDS,SEO,Safari,M,40,3817094916.3076296,0
185449,2015-04-24 13:16:40,2015-05-11 22:37:54,30,UALOXYGGNTXQJ,Direct,Safari,M,36,1318439086.80045,0
355173,2015-03-20 20:12:42,2015-05-02 11:12:50,18,FQTIDJAARVAEZ,Direct,Chrome,F,39,2807371061.12725,0
305463,2015-01-09 07:28:03,2015-02-26 09:32:57,61,BVJAKLZFJNJLR,SEO,Chrome,F,36,3665830657.9340796,0
160054,2015-01-30 12:48:51,2015-02-23 08:37:40,25,KXIBYWWLXNVZP,Direct,Chrome,M,30,568457156.062626,0
105426,2015-05-14 11:01:58,2015-07-04 21:46:38,32,MVPOPMAKXLYSS,Ads,Chrome,F,23,2945824201.2722397,0
342428,2015-06-25 12:35:48,2015-09-10 10:04:41,34,PFOVVVXLCTRMR,SEO,FireFox,M,24,2957887594.1226,0
253504,2015-05-15 03:23:39,2015-09-09 21:29:39,27,JMKQSBVLHAEGW,Ads,IE,M,32,3280990997.1241302,0
370519,2015-07-06 12:08:50,2015-09-20 02:38:36,41,JCQNECTJPUYTI,SEO,Chrome,M,46,2911968945.31412,0
140879,2015-01-12 09:17:51,2015-01-12 09:17:52,58,NMCSWSCOZQJUP,SEO,Opera,F,22,2294136730.9390397,1
65222,2015-03-19 04:04:05,2015-03-30 17:09:05,29,VMNRFODLNULVH,Ads,Opera,F,20,1598689972.88729,0
282712,2015-01-29 18:29:39,2015-04-04 00:39:23,32,HZFWJQLTOPIFF,Direct,Chrome,F,39,2948496472.71664,0
346106,2015-05-18 11:33:27,2015-06-18 02:55:17,29,YGFDJMJGQSQIU,Ads,IE,M,34,1702856407.3383,0
42063,2015-05-29 04:36:08,2015-05-29 08:12:53,41,UWIHEPATZACIL,SEO,Chrome,M,30,3242684115.0547104,1
259238,2015-05-16 01:36:55,2015-08-06 02:57:17,34,JLHBAXXZHJKNI,SEO,Safari,M,38,2380803101.28983,0
87907,2015-07-09 03:04:31,2015-10-07 19:18:04,21,TOLEOUSTSNSOP,SEO,FireFox,M,39,3673922393.16885,0
56258,2015-05-03 10:08:29,2015-06-26 00:41:33,37,PZRCTNLRECJFT,Direct,Chrome,F,42,3938851167.7457104,0
145566,2015-04-01 19:48:39,2015-05-05 02:29:38,27,UAWAODGTTYGCB,Direct,Opera,M,23,3676024265.7423205,0
318075,2015-05-09 03:18:42,2015-06-15 04:05:46,16,EOWUJQCSARPQO,SEO,IE,F,41,1257406911.1868,0
247545,2015-03-29 14:58:37,2015-07-26 01:30:13,35,HOXIKYOOYUXBG,SEO,Chrome,M,29,1832617315.99968,0
287952,2015-03-03 22:23:00,2015-03-31 23:19:24,33,ADJJRUQJSWJJN,SEO,IE,F,28,3780265780.0457897,0
105636,2015-01-23 09:07:46,2015-02-24 23:51:40,49,GAXEIXUHOUOMB,SEO,Chrome,F,44,1378756662.08198,0
354591,2015-03-10 14:49:03,2015-07-06 06:23:25,17,ATDZMRAPCZNZA,Ads,IE,M,31,495511266.148821,0
388098,2015-06-26 03:16:26,2015-10-05 02:48:26,14,DKJVEJXZMZLBG,Ads,FireFox,F,43,1059833047.1247,1
379909,2015-07-12 22:38:07,2015-09-01 02:45:51,32,OODNQYLPIJIBY,Ads,FireFox,M,48,4239235841.5132604,0
128435,2015-05-22 17:07:37,2015-07-26 15:51:16,64,EXEJXUYIBFSGK,SEO,Chrome,M,40,3728694896.3083,0
209109,2015-05-29 00:38:37,2015-06-20 14:58:20,44,COHHLUUJIBIZC,Direct,Safari,F,22,1144344766.03409,0
331635,2015-08-16 02:16:12,2015-09-04 12:00:02,17,YSYMYOJEEWTKE,Direct,Chrome,M,32,4265145613.17595,0
382716,2015-08-14 13:52:38,2015-08-30 11:57:19,23,GWOOCCNZYLKVP,Ads,Chrome,F,27,1160776312.9978,1
96460,2015-05-29 16:39:00,2015-07-16 07:21:34,46,HXYMWDUVJDHCF,Ads,Chrome,F,23,4092272484.51515,0
127924,2015-04-21 17:19:06,2015-08-06 07:39:52,28,VPFSXZQAAPFWC,SEO,FireFox,F,28,4106460555.7476,0
119464,2015-03-27 00:04:15,2015-05-29 15:59:27,36,EDWYEYMENJZBF,Ads,Safari,F,21,664338135.262766,0
123946,2015-01-19 15:15:05,2015-01-21 20:02:59,31,FONLHOUIPOWRX,Ads,Chrome,F,40,4131666788.3389397,0
105872,2015-02-14 09:06:52,2015-03-05 08:31:30,9,LSHYMPXKGTOFS,Ads,IE,M,26,65075203.832153,0
199789,2015-07-08 07:48:12,2015-07-29 12:47:27,33,TBMDYQDQEKPKV,Ads,Chrome,F,24,430631683.414383,0
172841,2015-03-13 23:28:40,2015-05-20 12:11:37,59,IFIHVZLPDXYZJ,Ads,Chrome,M,26,1347097676.91244,0
370848,2015-07-28 13:26:21,2015-11-17 08:51:28,101,MWJEDXQTARYHR,SEO,IE,M,24,3647871698.21876,1
51034,2015-08-01 14:00:05,2015-10-28 23:12:02,62,YVRSTXBITOJKH,SEO,IE,F,48,523001073.202272,0
142309,2015-02-02 07:53:44,2015-03-29 15:40:25,16,WPZPAJAGOLKTA,SEO,FireFox,F,30,355854414.695674,0
260133,2015-04-20 14:07:56,2015-07-11 12:20:05,25,OWYAYHTEAQIMR,SEO,FireFox,F,39,2164948984.16376,0
121230,2015-05-01 14:07:03,2015-05-09 09:08:05,12,PVDWZVWJNCOFQ,Ads,Chrome,F,34,455013890.893551,0
265598,2015-04-15 16:51:59,2015-06-28 13:58:58,36,NNHWJRSFVORVL,Direct,Safari,M,40,3700347801.0583,0
43031,2015-06-24 17:25:25,2015-10-14 12:36:44,37,QNSFQUNRHMDHO,Ads,FireFox,F,36,2889044579.7335896,0
258241,2015-02-02 20:03:10,2015-05-21 00:56:45,25,RCGTAEVJPFATO,SEO,Safari,F,43,2151871449.22158,0
283328,2015-03-08 18:43:08,2015-04-09 21:25:29,22,NPILEAYXFGXCT,SEO,Chrome,M,38,4085080956.14692,0
171134,2015-05-14 09:08:35,2015-09-05 09:34:14,47,TXILJQKMTAXFZ,Direct,Opera,M,33,2061740792.7185102,0
304741,2015-01-22 01:31:46,2015-05-05 02:43:36,38,UUUZZLGGTIYKB,SEO,Safari,F,43,2091553342.69456,0
264770,2015-01-10 02:12:40,2015-04-18 11:40:17,16,HROMLSKOBFMED,SEO,Chrome,M,29,2130286933.8101602,0
306759,2015-03-03 10:18:08,2015-04-03 16:39:47,96,IXTEUUFLPLBHY,SEO,IE,M,28,3494506416.52046,0
64961,2015-07-17 14:08:35,2015-08-06 02:53:05,34,AFDFOOUWSWQAO,Ads,IE,F,19,1288398602.1226199,0
9471,2015-07-28 14:37:53,2015-11-12 16:35:58,23,ADYUTKZJVAWGF,SEO,Chrome,F,44,240036788.96536803,0
219253,2015-03-20 17:23:43,2015-07-05 21:40:19,30,WQGEQASCMNNWN,Ads,Chrome,M,21,382151428.389969,0
275587,2015-07-22 18:47:33,2015-11-13 12:22:48,35,HMXUDSLKTTFGU,SEO,Safari,F,35,4173320226.1765103,0
363316,2015-07-10 21:47:48,2015-08-03 08:05:54,49,DIZIFOTJLXGSP,Direct,Chrome,F,38,2134341549.02942,0
216507,2015-05-11 03:57:10,2015-05-12 06:52:40,17,XFMSRMTPQVAVM,Direct,FireFox,M,38,510416978.36974597,0
188113,2015-02-08 02:02:14,2015-06-03 09:33:01,60,VKKGLDIIGTIKP,SEO,FireFox,M,46,3212422275.52531,0
319902,2015-04-18 18:08:28,2015-04-20 07:27:24,63,COYERRJFQQVRZ,SEO,FireFox,M,25,1921971701.8094602,0
328579,2015-04-10 01:02:50,2015-06-25 02:05:18,32,UQCGEFBSOAVIJ,SEO,Chrome,M,21,1038384255.32825,0
263174,2015-07-14 02:13:34,2015-07-24 01:25:27,35,HVSGFVZSDBKEH,Ads,Safari,M,36,4169079616.6324,0
117191,2015-02-28 17:14:05,2015-04-14 15:39:28,9,GDHCTKIKPHENW,Direct,IE,M,36,1411318028.27122,0
65732,2015-01-11 11:10:03,2015-01-22 04:16:52,35,VSMNAOFPSEQOL,Ads,IE,M,27,3765208397.61125,0
54423,2015-03-26 21:37:48,2015-05-15 09:19:27,17,SFRPTJSLAKSTX,Direct,FireFox,M,38,836116348.754541,0
54298,2015-07-18 17:10:12,2015-11-01 05:53:38,50,WHPMLDPAYTQQK,Direct,Chrome,M,22,2841508869.92407,0
131938,2015-06-20 01:10:19,2015-10-04 03:50:24,43,ZVBZNRTNNUYTG,SEO,IE,M,37,2675971192.20015,0
389868,2015-02-21 10:44:13,2015-04-02 03:18:03,14,BWGPOMACZSQRZ,SEO,IE,M,26,2488522576.7087197,0
27433,2015-05-04 14:30:50,2015-06-11 14:14:01,21,ABYGEMVYPVMDZ,SEO,Safari,F,28,725259978.188758,0
169445,2015-01-11 15:00:37,2015-03-28 21:03:49,33,DYBYEVIAYVNQH,Direct,Chrome,M,39,921148315.267185,0
356425,2015-02-07 23:04:21,2015-05-12 19:21:18,19,WQBOESVKNLZKG,Direct,Chrome,M,42,3517479975.61,0
133956,2015-01-05 11:15:39,2015-01-05 11:15:40,29,QEZQNFJBMYJUS,SEO,Chrome,M,36,222102041.259637,1
345811,2015-01-05 11:15:40,2015-01-05 11:15:41,29,QEZQNFJBMYJUS,SEO,Chrome,M,36,222102041.259637,1
220725,2015-07-14 05:21:09,2015-07-22 14:45:49,17,ECTMDBUKJLRMV,Direct,Safari,F,41,2736727726.27278,0
203268,2015-05-11 03:51:06,2015-08-31 01:35:00,33,DOOVOHPRHIHNG,SEO,IE,M,29,3675553854.5712705,0
213434,2015-01-11 13:39:11,2015-02-06 00:12:41,28,AIRBIDMNXWVDE,Ads,IE,F,38,1570725818.22405,1
296336,2015-07-06 04:22:57,2015-07-18 18:34:16,38,XKINGEMOTJAJO,SEO,Chrome,F,44,3978354213.7544203,0
363426,2015-01-07 16:57:49,2015-01-07 16:57:50,15,BWSMVSLCJXMCM,Direct,IE,F,39,2937899119.50045,1
260813,2015-03-22 22:06:23,2015-05-01 22:56:56,22,DVNYCKQMKNQAZ,Direct,FireFox,M,37,1684211708.01123,0
379371,2015-07-19 19:48:49,2015-11-08 16:37:04,18,WMRHTGNQEOWJD,Ads,Chrome,M,45,13333443.2404211,0
54450,2015-01-15 12:14:15,2015-03-03 11:14:43,21,KACWKXIMIAHIT,Ads,FireFox,M,24,3235386808.92757,0
222951,2015-03-08 20:34:17,2015-03-14 07:57:28,30,BBZBGFMLIEORP,Direct,Chrome,M,34,2972997338.60126,0
192991,2015-06-17 08:51:46,2015-08-15 04:33:53,51,JLYDCRMVHAPDH,Ads,FireFox,M,41,3345221081.47115,0
286662,2015-02-09 21:17:28,2015-06-05 04:55:45,11,PSKXKYEMQMTOR,SEO,Chrome,F,26,3966031536.51626,0
276245,2015-01-31 20:01:50,2015-02-09 08:50:19,25,ZTBJBKRXKVKZO,SEO,Chrome,M,30,2992287410.12853,0
233090,2015-01-19 06:06:21,2015-04-19 15:20:37,28,RECHZAKWADYZG,SEO,Safari,M,49,2505344876.3986697,0
19395,2015-08-17 08:24:04,2015-10-22 01:15:43,38,QDXYHXNOTPTHQ,Ads,Safari,M,31,1112504240.49915,0
384481,2015-08-03 15:21:16,2015-11-19 21:15:06,21,UXZGIFRYJXEXV,SEO,FireFox,F,28,3494998309.59026,0
306983,2015-05-16 16:04:24,2015-06-10 01:06:22,63,JYKIDMGGAVFHM,SEO,IE,M,42,4139041819.2431,0
4135,2015-06-20 19:23:48,2015-09-09 18:50:54,37,PKQFXPYXMJWCN,Ads,IE,F,34,1178393287.33774,0
83940,2015-06-15 11:36:07,2015-08-03 09:01:18,24,CRRPCEOGXBMIH,SEO,IE,M,37,810632557.635659,0
142636,2015-07-09 23:38:34,2015-08-28 08:48:39,10,HIIDQQUUDJASB,SEO,Chrome,F,33,299946570.793666,0
161922,2015-01-25 04:15:34,2015-01-29 23:30:33,26,ANHVCVCPHPEEN,SEO,Chrome,M,37,562113590.315732,0
84266,2015-01-22 04:09:33,2015-03-11 10:54:51,39,CIFKOKHVKPWKN,SEO,FireFox,M,29,1580951264.5806801,0
9038,2015-02-23 00:29:05,2015-06-01 21:11:06,38,UNLCTCPMYTXLX,Ads,IE,M,29,1921247336.3453,0
71345,2015-05-11 08:07:42,2015-06-22 07:04:28,61,CMGZLXIMTHDJI,SEO,FireFox,F,39,3145226836.3281803,0
46768,2015-05-21 15:01:04,2015-09-07 11:22:56,31,MRBQQYIEGTHFV,SEO,IE,F,34,1093968720.7200902,1
237078,2015-01-11 10:05:48,2015-04-08 11:17:24,32,PWWRIMWABFBCC,Ads,Chrome,F,31,3221072196.4751897,0
165952,2015-02-16 23:16:23,2015-05-29 18:28:05,62,SZOMQSEMQKOOL,Direct,Safari,M,36,2717149353.39498,0
270356,2015-03-24 15:22:12,2015-06-18 01:37:31,10,NZRFLJARZKDFP,Direct,FireFox,M,20,4129551111.5627,0
55085,2015-02-08 13:40:16,2015-05-24 23:04:13,28,FHXQBYIUGEMXN,SEO,IE,F,34,1321271196.61819,0
399766,2015-04-01 18:56:54,2015-04-11 00:56:46,70,VTVBJAELTZAZB,SEO,Chrome,F,39,3732421018.77995,0
139799,2015-08-03 12:29:50,2015-12-01 03:03:12,13,NURKZIONVIGZU,Ads,IE,M,24,2534305962.18376,0
333163,2015-07-22 12:15:39,2015-08-23 01:38:46,60,DGIDAQNRZZCNT,Ads,IE,M,26,2338305671.54213,0
313846,2015-07-17 18:39:54,2015-08-25 09:13:23,37,GGVBGZMKWUJMK,SEO,FireFox,M,39,1247503252.93046,0
164702,2015-06-19 07:56:51,2015-09-28 10:15:42,40,DMKPMNSGXKXMH,Ads,Chrome,M,27,832662169.771338,0
238160,2015-04-26 12:23:02,2015-06-11 09:02:17,39,AUIOYYPJONCPH,Ads,IE,M,37,1643743210.96851,0
125335,2015-07-25 09:34:59,2015-10-01 17:56:39,57,WJXGSGYZCIJTL,SEO,Chrome,F,29,338982644.619279,0
43802,2015-05-31 21:07:08,2015-09-27 14:14:26,70,YWSGRPSTVVEXJ,SEO,Safari,M,48,2975637066.5646896,0
91416,2015-05-01 05:25:53,2015-06-28 23:55:28,40,BIHBNFBAZZAER,Direct,IE,M,23,2449516932.81449,0
137060,2015-08-01 21:46:57,2015-11-01 16:29:58,33,PFFSTKGTVXPUJ,Ads,Safari,M,28,3067854436.22085,0
353139,2015-07-16 02:25:54,2015-07-26 10:21:03,12,TQVMHHCZNNDMN,Ads,Opera,M,22,4008010461.97115,0
349933,2015-01-08 11:55:07,2015-01-08 11:55:08,44,ZFODUIQXHTXQS,SEO,Chrome,M,50,3504252398.4654603,1
195278,2015-08-01 14:54:12,2015-08-18 18:02:54,29,TQANSNJJALZTQ,Ads,Safari,F,31,3769572096.07381,0
128590,2015-08-04 01:18:20,2015-11-20 11:43:49,30,NBTEGXKGECRCZ,SEO,Chrome,M,25,669480197.99481,0
3215,2015-07-01 23:02:43,2015-08-25 00:21:04,12,QXAYKMRMFOJKL,SEO,Safari,F,35,1418554548.43575,0
319840,2015-06-30 18:39:05,2015-10-11 15:02:35,13,AUZTHJSBUQOOD,Direct,IE,M,25,3384373144.02032,0
199329,2015-01-13 19:55:48,2015-02-20 04:32:51,75,YQEZCGRSVMZWJ,SEO,Chrome,M,21,2546555346.1999397,0
321143,2015-07-25 18:23:00,2015-08-28 16:27:20,39,CZMIQOKFANJUR,Ads,IE,M,32,2986023684.45394,0
254039,2015-02-23 03:36:54,2015-04-16 20:15:08,31,MSYGEIBJRGSKW,Ads,IE,M,26,3486599912.02185,0
281471,2015-07-17 21:23:39,2015-10-24 07:28:45,58,WUFHPGKVTTUKJ,SEO,Safari,F,36,3678466662.79868,0
130175,2015-05-10 13:41:07,2015-05-20 05:21:31,16,AJEKQXWBKETEZ,SEO,Safari,F,33,1111392701.305,0
331451,2015-06-16 11:31:07,2015-06-23 21:57:13,44,GHMJUWESXKOBC,SEO,Chrome,M,34,251412903.028118,0
24391,2015-02-05 22:32:33,2015-05-31 19:00:34,33,QKBHCOFUTUYXK,Direct,Chrome,M,26,3920893347.3785796,0
110203,2015-04-02 06:49:16,2015-06-10 15:19:44,21,KVLDLGMPQVLWU,Ads,FireFox,F,50,1385941572.28496,0
17020,2015-02-18 00:35:57,2015-03-07 17:50:07,41,NSDJIKAXUXBLJ,Ads,IE,M,35,2809912002.38278,0
243794,2015-02-25 06:29:02,2015-06-23 20:39:50,52,AQEGNQXNTYNZM,Ads,Chrome,M,46,2616790799.90697,0
358818,2015-06-20 16:40:33,2015-06-27 13:39:40,54,ERZXQPEQBMWMI,Ads,Opera,M,39,2502205789.4993896,0
311165,2015-01-05 22:14:59,2015-01-19 05:30:53,29,XAUZNQKYGENZX,Ads,Chrome,F,39,319065409.783001,0
139908,2015-05-20 12:44:19,2015-08-13 12:45:59,92,LLDDENPKLJFRO,Ads,IE,F,43,1586144287.90824,0
14456,2015-01-28 09:39:06,2015-05-12 08:19:50,44,VDSRTXRCBIJFE,Ads,IE,F,48,944699922.714934,0
393050,2015-05-20 22:03:58,2015-05-26 23:26:12,59,EDSGKAWMVCLMT,Direct,IE,F,27,1199640530.17531,0
197352,2015-03-15 05:31:12,2015-04-20 16:12:47,18,DTCPRCKRIDVLG,SEO,IE,M,26,2241617541.62746,0
175579,2015-07-15 11:50:10,2015-10-25 21:55:36,76,HEGTUXEXLGGRH,Direct,Opera,M,29,1972654973.2536898,0
364083,2015-06-01 15:11:45,2015-09-14 05:53:36,17,GDTXPLDMCPRVL,Ads,Safari,F,43,398230280.492804,1
134248,2015-07-21 15:41:59,2015-10-28 07:45:15,24,IWOQJKKRLFQJK,SEO,IE,F,31,1430739307.18576,0
298553,2015-02-08 01:29:12,2015-05-08 07:30:22,13,JZTXSSECFGHSL,Direct,IE,M,18,2934250629.13986,0
393467,2015-06-21 05:33:34,2015-08-30 12:08:29,16,NNZIFORXGVFYC,Ads,FireFox,M,38,230287447.475331,0
340796,2015-02-19 15:47:41,2015-03-08 04:49:21,14,RYSTUYTYXZBDR,SEO,Safari,M,23,1277694820.23884,0
310025,2015-03-16 18:14:55,2015-03-29 15:15:41,31,HHGLPGMRJAHQW,Ads,IE,M,23,3281208667.74005,0
57478,2015-07-11 13:53:52,2015-11-07 15:53:17,18,AXOFMTIYZFBAY,Direct,FireFox,F,26,1769983802.3556602,0
301099,2015-01-06 05:36:04,2015-01-06 05:36:05,32,PENMUUOUUDFLW,Direct,Chrome,M,36,3855235971.0108104,1
349539,2015-03-10 05:08:29,2015-06-14 15:33:02,63,ZMGLWJEGEMHBB,SEO,Safari,M,29,3535335780.03346,0
269495,2015-01-04 12:17:24,2015-01-18 23:03:20,14,EREWUPASHCXED,Ads,Chrome,M,37,3705902466.32085,0
237748,2015-05-17 19:19:31,2015-06-30 11:46:35,55,AHWTZMJJSVNSR,Ads,IE,F,46,3853502019.52822,0
3584,2015-02-27 08:08:58,2015-05-09 20:56:47,65,WPIHCQVSMJLLD,Direct,IE,M,34,1581343051.00205,0
22829,2015-04-02 09:37:04,2015-04-29 00:55:11,14,FJWWPVHVFYZFI,SEO,Chrome,M,35,3242504856.44352,0
11348,2015-07-14 23:35:23,2015-08-05 02:02:33,26,VHAGXVUSDRTIZ,Direct,Chrome,M,18,815306293.470364,0
102398,2015-04-26 18:11:59,2015-06-24 15:01:03,71,ABOUQVAKSTJDY,Direct,FireFox,F,30,102498868.56637299,0
225259,2015-07-28 09:37:20,2015-08-02 16:49:01,45,IMMUAJRCYPHRM,SEO,FireFox,F,27,1746462543.13957,0
7703,2015-01-27 08:51:12,2015-02-14 03:04:21,50,CFDIFRQNYXMDF,SEO,IE,M,24,1427690954.89371,0
280357,2015-03-13 00:20:56,2015-04-09 16:23:26,22,TYPRVLVBFJWZD,Ads,Chrome,F,39,1340545777.12531,0
322564,2015-05-01 12:55:43,2015-06-08 23:33:59,26,RFCTXPASEACNY,SEO,FireFox,M,27,3515394462.19034,0
352630,2015-01-02 01:17:20,2015-01-02 01:17:21,33,MJARIUWBIQTXQ,SEO,Opera,M,27,3305555599.29266,1
268453,2015-04-25 08:37:36,2015-05-02 09:43:16,21,MZCBZESTDEVTU,Direct,Safari,F,40,3627025949.5094705,0
119954,2015-01-30 20:30:47,2015-02-09 06:54:42,29,BWVXZSPSNKDEH,Ads,FireFox,M,29,203399282.395989,0
15166,2015-05-02 20:30:09,2015-05-11 22:39:34,20,DODUEMMIYVIBU,Direct,FireFox,M,30,876019069.007851,0
307428,2015-03-12 04:23:34,2015-04-04 23:44:28,93,FSFAWMASAQAIX,Direct,Chrome,M,32,1851961758.3196301,0
381618,2015-04-17 02:16:03,2015-06-22 15:26:23,98,AEOVRKKFCKATM,Direct,Chrome,M,45,1280390439.54171,0
278060,2015-01-01 19:20:18,2015-04-17 00:34:59,15,OMJBKVIJGFQRI,Ads,Safari,F,27,282381604.10624504,0
159117,2015-03-25 13:09:50,2015-07-09 04:32:26,20,OCBVWMVDZJOBJ,Ads,Safari,M,35,443038776.73345596,0
199270,2015-07-03 20:46:54,2015-07-19 15:47:23,33,RJRVTHWOFGEQR,Ads,IE,F,28,3698933326.31687,0
182664,2015-01-05 22:27:52,2015-02-28 23:25:14,19,XFBJZTYQXKPVY,Ads,Chrome,F,21,935401781.495709,0
339038,2015-03-07 15:58:47,2015-06-05 18:53:50,15,TLVHVNPHZSUNT,Ads,Safari,M,30,3876659250.27295,0
345768,2015-07-08 22:54:07,2015-11-04 03:36:16,57,FTCCANPHHOYYB,Ads,Safari,M,33,480605031.45917696,0
165802,2015-07-27 22:31:04,2015-10-18 11:55:23,21,OEONLECCWJLDT,SEO,Chrome,F,39,695334269.1075469,0
185852,2015-05-07 02:06:35,2015-06-04 15:40:18,46,VVPBVXKSSERFE,SEO,Chrome,F,41,2007237502.6864102,0
306058,2015-08-17 23:14:02,2015-11-23 20:45:09,29,CQCPMBDZHMWEB,Direct,IE,F,33,3852707968.50915,0
91165,2015-03-27 07:27:38,2015-06-29 22:01:28,73,CDDEBFNGBZQKY,SEO,FireFox,M,20,1142798534.7081199,0
3885,2015-07-08 05:10:52,2015-10-15 12:51:25,25,VWAMFMRVHVAUE,SEO,Chrome,F,48,3255461454.56995,1
359625,2015-04-02 16:25:26,2015-04-18 18:37:21,22,FVUIOCNICFQOW,SEO,FireFox,M,26,3926533199.3549104,0
51749,2015-02-06 03:09:47,2015-06-02 00:03:07,9,NNCZPBHXKTWMN,SEO,Chrome,M,40,4109765063.5701604,0
142943,2015-04-26 01:45:34,2015-05-22 22:51:58,41,HETWAPIJCDTNS,Ads,IE,F,32,515199199.96360993,0
106081,2015-06-08 11:49:14,2015-07-10 11:00:19,87,EJOWDANLYWTNR,Direct,FireFox,F,33,1845197704.4831898,0
332601,2015-02-07 10:31:39,2015-02-27 17:53:08,81,FWZPRFJVHRELP,Direct,IE,M,48,280030457.41825897,0
28529,2015-01-24 08:37:59,2015-04-27 17:27:35,60,LGTCAYFMBUGTR,Ads,IE,F,25,4148696219.37469,0
57366,2015-01-20 19:36:46,2015-04-28 07:18:31,59,YJZSMEYIFUJCZ,Ads,Safari,M,29,1831541961.2057898,0
9544,2015-06-13 22:12:55,2015-10-11 19:49:19,15,BVKKQOMYHNKBZ,Direct,FireFox,F,18,3076357458.17626,0
186217,2015-02-01 23:27:34,2015-04-01 22:36:00,25,RMAHYFLCFPZTV,SEO,Safari,M,43,4032490753.27763,0
283377,2015-06-24 21:34:08,2015-07-31 03:59:38,42,FQLLOGRJECSJB,SEO,IE,M,30,1761356452.36523,0
229783,2015-05-17 12:06:36,2015-06-24 06:06:32,9,IYGRXKBOIVSRV,Ads,FireFox,F,32,1639565183.4509401,0
396464,2015-05-17 23:27:16,2015-06-29 06:14:29,16,CEMVTGEAZLTJN,Ads,IE,M,21,3841381683.87565,0
52636,2015-01-12 09:23:20,2015-01-12 09:23:21,50,IASQUPQMLWJFD,SEO,FireFox,M,34,1880375707.54678,1
28892,2015-05-23 08:49:26,2015-09-04 18:45:38,28,YSHNLAIWKSYEC,SEO,Chrome,M,29,2196879411.80907,1
250400,2015-07-25 00:58:29,2015-11-04 14:22:27,31,FBQMAIOEAEPDF,SEO,Chrome,F,34,1235545197.70733,0
138249,2015-03-21 05:38:54,2015-05-11 04:55:16,25,URLSBFYACDWVE,SEO,Chrome,M,23,2956174779.49153,0
125412,2015-07-01 03:05:08,2015-10-25 19:11:02,14,HXAWVZXRYFNUU,Ads,Chrome,M,33,3970518589.5691204,0
113150,2015-02-19 07:01:48,2015-06-09 04:44:40,34,XAZWIFDYMKUTT,SEO,Chrome,F,45,3212248816.83618,0
153008,2015-05-05 07:54:45,2015-06-08 19:05:32,13,FHNGWQXYMVBPQ,Ads,FireFox,M,20,417480459.63123703,0
232915,2015-04-14 00:53:56,2015-05-04 23:10:27,41,FPLJTJSWABFQG,Ads,IE,M,49,234985177.89579502,0
82215,2015-04-23 06:31:36,2015-07-18 07:35:09,14,LCWKAWMDUFDZU,Direct,IE,M,22,674387300.41341,0
291580,2015-03-09 04:33:41,2015-03-15 01:18:24,38,BVITRBJDOZNJN,Ads,Chrome,F,35,3519142213.19264,0
13516,2015-05-10 21:11:39,2015-07-30 16:01:36,10,BORVPZMBYPERX,SEO,Chrome,F,28,1888784599.99735,0
185578,2015-07-24 15:23:38,2015-10-21 23:09:58,47,TLJRUMTLQOUQH,SEO,Chrome,M,27,1619452368.69032,0
373989,2015-01-11 14:22:48,2015-04-01 15:08:40,39,IYIBXBGTIDAUY,SEO,IE,M,27,728778705.517339,0
318450,2015-05-01 11:40:16,2015-05-27 09:52:03,57,CGPVDEAKCCFIO,Ads,Chrome,M,41,3198583792.14822,0
260300,2015-07-23 00:08:18,2015-10-12 14:41:48,41,XHUHWHYEZHVMD,Ads,IE,F,28,21573778.4494274,1
101432,2015-04-13 20:46:25,2015-06-24 17:39:29,20,OFLGPUEEEMKJX,Ads,FireFox,M,31,2837445701.23602,0
238146,2015-06-01 12:25:19,2015-06-06 10:06:13,22,ZQTHGQNZJOQBK,Ads,FireFox,M,27,314720553.127912,0
390045,2015-07-19 17:08:26,2015-07-29 08:12:22,50,ZISMQOAPHVGEL,SEO,IE,M,25,1547237913.12441,0
270803,2015-03-28 09:38:43,2015-06-21 01:10:22,36,CYYUDPCEFXIZR,Ads,Chrome,M,34,4150736144.46794,0
375316,2015-06-08 22:53:04,2015-08-04 20:37:33,43,UYJPNCDTMBWFU,SEO,FireFox,F,30,1408035853.35267,0
185508,2015-08-04 02:33:31,2015-10-19 21:02:09,57,XJMWGHKTONTDI,Ads,Chrome,M,40,1194195900.20472,0
263712,2015-03-20 07:26:49,2015-05-14 11:25:13,52,YGBBFYGXROOKI,Ads,FireFox,M,44,2832705513.92698,0
159445,2015-07-24 23:35:45,2015-10-10 22:40:51,25,ZEKNWSDKRNCNA,Ads,FireFox,M,37,3805246807.49821,0
65089,2015-07-04 12:58:00,2015-09-06 05:35:08,36,GSYJAXCTMTKZQ,SEO,FireFox,M,44,2027592897.9601603,0
41630,2015-07-21 02:35:13,2015-11-03 21:28:36,15,VHXMVGTQXKVMO,Ads,IE,M,47,4187223187.35955,0
